W06-3813	Background	inv-dobj inv-acl:relcl grammarian N	1
W06-3813	Background	inv-nmod phrase N	1
W06-3813	Background	det the D	1
W06-3813	Background	conj CITANCE N	2
W06-3813	Background	inv-dep case from I	2
W06-3813	Background	amod linguistic J	2
W06-3813	Background	compound VerbNet N	2
W06-3813	Background	compound modifier N	1
W06-3813	Background	inv-nmod rely V	2
W06-3813	Background	inv-nmod inv-nmod point N	2
W06-3813	Background	inv-nmod amod recent J	2
W06-3813	Background	conj compound FrameNet N	2
W06-3813	Background	cc or C	1
W06-3813	Background	inv-dep det the D	1
W06-3813	Background	inv-nmod dep map V	2
W06-3813	Background	inv-nmod mark to T	1
W06-3813	Background	inv-dep amod process V	2
W06-3813	Background	inv-dep system N	1
W06-3813	Background	inv-nmod det the D	3
W06-3813	Background	inv-nmod inv-dobj meet V	1
W06-3813	Background	inv-conj CITANCE N	3
W06-3813	Background	inv-nmod punct , ,	2
W06-3813	Background	inv-conj compound role N	3
W06-3813	Background	inv-conj compound competition N	3
W06-3813	Background	conj det the D	1
W06-3813	Background	inv-nmod history N	2
W06-3813	Background	case on I	2
W06-3813	Background	inv-nmod nsubj approach N	2
W06-3813	Background	inv-conj inv-nmod compete V	3
W06-3813	Background	conj system N	1
W06-3813	Background	compound Sanskrit N	1
W06-3813	Background	compound verb V	1
W06-3813	Background	inv-dep inv-conj citance N	1
W06-3813	Background	inv-nmod inv-xcomp expand V	1
W06-3813	Background	inv-conj compound labelling N	3
W06-3813	Background	inv-conj conj entity N	1
W06-3813	Background	inv-nmod dobj noun N	1
W06-3813	Background	inv-nmod include V	1
W06-3813	Background	inv-conj punct , ,	1
W06-3813	Background	conj dep CITANCE N	1
W06-3813	Background	inv-conj event N	1
W06-3813	Background	inv-nmod xcomp provide V	2
W06-3813	Background	cc and C	2
W06-3813	Background	inv-dep inv-nmod information N	2
W06-3813	Background	inv-conj inv-dep help V	1
W06-3813	Background	case in I	1
W06-3813	Background	inv-nmod requirement N	1
W06-3813	Background	compound nominalization N	1
W06-3813	Background	inv-nmod inv-dep extract V	1
W06-3813	Background	inv-nmod compound noun N	1
W06-3813	Background	inv-dobj nsubj who W	1
W06-3813	Background	advmod also R	3
W06-3813	Background	inv-dep text N	2
W06-3813	Background	inv-conj cc and C	4
W06-3813	Background	compound domain N	1
W06-3813	Background	case of I	3
W06-3813	Background	inv-conj amod semantic J	3
W06-3813	Background	inv-conj case in I	3
W06-3813	Background	inv-dobj analyse V	1
N13-1036	Uses	inv-dobj nsubj we P	1
N13-1036	Uses	compound Moses N	1
N13-1036	Uses	det the D	1
N13-1036	Uses	inv-conj inv-dobj use V	1
N13-1036	Uses	inv-conj cc + C	2
N13-1036	Uses	compound open-source N	1
N13-1036	Uses	inv-dobj use V	1
N13-1036	Uses	inv-conj GIZA N	1
N13-1036	Uses	compound toolkit N	1
N13-1036	Uses	inv-dobj advcl build V	1
N13-1036	CompareOrContrast	amod previous J	1
N13-1036	CompareOrContrast	inv-nmod amod previous J	1
N13-1036	CompareOrContrast	inv-nmod apply V	1
N13-1036	CompareOrContrast	nmod:poss our P	1
N13-1036	CompareOrContrast	inv-nmod inv-nmod conclusion N	1
N13-1036	CompareOrContrast	compound work N	1
N13-1036	CompareOrContrast	inv-nmod dobj approach N	1
N13-1036	CompareOrContrast	inv-nmod work N	1
N13-1036	CompareOrContrast	inv-nmod nmod:poss our P	1
N13-1036	CompareOrContrast	inv-nmod case to T	1
N13-1036	CompareOrContrast	inv-nmod nsubj we P	1
N13-1036	CompareOrContrast	inv-nmod punct , ,	1
N13-1036	CompareOrContrast	case in I	2
N13-1036	CompareOrContrast	inv-nmod advmod only R	1
J00-1004	Uses	inv-nsubj nmod transducer N	1
J00-1004	Uses	inv-nsubj case in I	1
J00-1004	Uses	cc and C	1
J00-1004	Uses	inv-nsubj punct , ,	1
J00-1004	Uses	compound transducer N	1
J00-1004	Uses	conj transducer N	1
J00-1004	Uses	amod handcoded J	1
J00-1004	Uses	inv-nsubj citance V	1
J00-1004	Uses	inv-nsubj det the D	1
J00-1004	Uses	conj amod trained J	1
J00-1004	Uses	inv-nsubj nsubj source N	1
J00-1004	Uses	inv-nsubj nmod range N	1
J00-1004	Uses	inv-nsubj dep use V	1
J00-1004	Uses	inv-nsubj cop be V	1
J00-1004	CompareOrContrast	inv-dep approach N	1
J00-1004	CompareOrContrast	inv-dep det the D	1
J00-1004	CompareOrContrast	nmod compound training N	1
J00-1004	CompareOrContrast	nmod compound translation N	1
J00-1004	CompareOrContrast	nmod system N	1
J00-1004	CompareOrContrast	acl mark to T	1
J00-1004	CompareOrContrast	inv-dep amod traditional J	1
J00-1004	CompareOrContrast	case at I	1
J00-1004	CompareOrContrast	inv-nmod inv-ccomp have V	1
J00-1004	CompareOrContrast	inv-dep case of I	1
J00-1004	CompareOrContrast	inv-nmod nsubj advantage N	1
J00-1004	CompareOrContrast	advmod automatically R	1
J00-1004	CompareOrContrast	inv-nmod develop V	1
J00-1004	CompareOrContrast	acl pose V	1
J00-1004	CompareOrContrast	acl dobj problem N	1
J00-1004	CompareOrContrast	compound IBM N	1
J00-1004	CompareOrContrast	nmod case for I	1
J00-1004	CompareOrContrast	inv-dep inv-nmod one C	1
J00-1004	CompareOrContrast	inv-nmod advmod initially R	1
A00-1009	Extends	inv-conj case such J	1
A00-1009	Extends	det the D	1
A00-1009	Extends	inv-nmod use V	1
A00-1009	Extends	inv-conj compound fog N	1
A00-1009	Extends	compound JOYCE N	2
A00-1009	Extends	inv-conj compound Ariane N	1
A00-1009	Extends	inv-nmod advmod also R	1
A00-1009	Extends	compound framework N	1
A00-1009	Extends	inv-conj conj CITANCE N	3
A00-1009	Extends	inv-nmod nsubj notation N	1
A00-1009	Extends	inv-nmod advmod internally R	1
A00-1009	Extends	inv-conj cc and C	2
A00-1009	Extends	inv-conj punct , ,	5
A00-1009	Extends	inv-conj inv-nmod system N	1
A00-1009	Extends	inv-conj CITANCE N	2
A00-1009	Extends	inv-conj inv-dep Theory N	1
A00-1009	Extends	case in I	1
A00-1009	Extends	inv-nmod inv-conj notation N	1
A00-1009	Background	inv-nmod describe V	1
A00-1009	Background	inv-nmod structure N	1
A00-1009	Background	inv-nmod case of I	1
A00-1009	Background	inv-nmod inv-nmod realization N	1
A00-1009	Background	compound NLG N	1
A00-1009	Background	inv-nmod inv-acl divergence N	1
A00-1009	Background	case in I	2
A00-1009	Background	inv-nmod amod deep-syntactic J	1
N01-1011	Background	acl:relcl show V	1
N01-1011	Background	compound disambiguation N	1
N01-1011	Background	inv-nmod inv-dobj present V	1
N01-1011	Background	acl:relcl auxpass be V	1
N01-1011	Background	compound sense N	1
N01-1011	Background	inv-nmod compound ensemble N	1
N01-1011	Background	acl:relcl advmod where W	1
N01-1011	Background	inv-nmod det a D	1
N01-1011	Background	compound word N	1
N01-1011	Background	inv-nmod approach N	1
N01-1011	Background	acl:relcl xcomp perform V	1
N01-1011	Background	acl:relcl nsubjpass classifier N	1
N01-1011	Background	case to T	1
E12-1068	Uses	inv-dobj punct , ,	2
E12-1068	Uses	inv-nmod technique N	1
E12-1068	Uses	inv-nmod nsubj which W	1
E12-1068	Uses	inv-nmod inv-nmod prepare V	1
E12-1068	Uses	inv-nmod det the D	2
E12-1068	Uses	amod srilm-toolkit J	1
E12-1068	Uses	inv-dobj use V	1
E12-1068	Uses	inv-nmod case follow V	2
E12-1068	Uses	inv-nmod inv-acl:relcl parser N	1
E12-1068	Uses	nmod acl merge V	1
E12-1068	Uses	inv-nmod parser N	1
E12-1068	Uses	inv-dobj nsubj we P	2
E12-1068	Uses	inv-nmod cop be V	1
E12-1068	Uses	nmod compound N	1
E12-1068	Uses	det the D	1
E12-1068	Uses	punct , ,	1
E12-1068	Uses	inv-nmod work N	1
E12-1068	Uses	inv-nmod amod state-of-the-art J	1
E12-1068	Uses	inv-nmod inv-nmod implement V	1
E12-1068	Uses	inv-dobj inv-acl five-gram9 N	1
E12-1068	Uses	inv-dobj nmod splitting N	1
E12-1068	Uses	inv-dobj dep use V	1
E12-1068	Uses	nmod case for I	1
E12-1068	Uses	inv-nmod det a D	1
E12-1068	Uses	inv-dobj follow V	2
E12-1068	Uses	amod german J	1
E12-1068	Uses	case of I	3
E12-1068	CompareOrContrast	inv-nmod inv-nmod information N	1
E12-1068	CompareOrContrast	inv-nmod those D	1
E12-1068	CompareOrContrast	inv-nsubj nmod this D	1
E12-1068	CompareOrContrast	inv-dep knowledge-free N	1
E12-1068	CompareOrContrast	inv-conj conj other N	1
E12-1068	CompareOrContrast	conj CITANCE N	1
E12-1068	CompareOrContrast	amod pos-tags J	1
E12-1068	CompareOrContrast	inv-dep cc or C	1
E12-1068	CompareOrContrast	inv-dep punct -rrb- -	1
E12-1068	CompareOrContrast	conj Yeniterzi N	1
E12-1068	CompareOrContrast	inv-dep resource N	1
E12-1068	CompareOrContrast	inv-dep amod less J	1
E12-1068	CompareOrContrast	inv-nsubj dobj unification N	1
E12-1068	CompareOrContrast	inv-dep inv-dobj use V	1
E12-1068	CompareOrContrast	punct -rrb- -	2
E12-1068	CompareOrContrast	inv-nsubj xcomp solve V	1
E12-1068	CompareOrContrast	punct -lrb- -	2
E12-1068	CompareOrContrast	inv-conj conj CITANCE N	1
E12-1068	CompareOrContrast	inv-dep advmod almost R	1
E12-1068	CompareOrContrast	inv-dep amod deep J	1
E12-1068	CompareOrContrast	inv-nsubj advcl model V	1
E12-1068	CompareOrContrast	inv-conj cc and C	2
E12-1068	CompareOrContrast	inv-dep amod linguistic J	1
E12-1068	CompareOrContrast	inv-dep cop be V	1
E12-1068	CompareOrContrast	inv-nsubj dobj SMT N	1
E12-1068	CompareOrContrast	inv-dep conj be V	1
E12-1068	CompareOrContrast	inv-nsubj advcl mark V	1
E12-1068	CompareOrContrast	inv-nsubj nmod system N	1
E12-1068	CompareOrContrast	punct , ,	3
E12-1068	CompareOrContrast	inv-dep inv-conj citance N	1
E12-1068	CompareOrContrast	conj compound Oflazer N	1
E12-1068	CompareOrContrast	inv-conj punct , ,	1
E12-1068	CompareOrContrast	inv-dep punct -lrb- -	1
E12-1068	CompareOrContrast	inv-nsubj introduce V	1
E12-1068	CompareOrContrast	cc and C	1
E12-1068	CompareOrContrast	inv-conj Avramidis N	1
E12-1068	CompareOrContrast	dep e.g. F	2
E12-1068	CompareOrContrast	inv-nsubj improve V	1
E12-1068	CompareOrContrast	inv-conj inv-nmod those D	1
E12-1068	CompareOrContrast	conj cc and C	1
E12-1068	CompareOrContrast	inv-nsubj try V	1
E12-1068	CompareOrContrast	inv-nsubj use V	1
E12-1068	CompareOrContrast	inv-conj case of I	1
E12-1068	CompareOrContrast	inv-nmod case such J	1
E12-1068	CompareOrContrast	case of I	1
E12-1068	CompareOrContrast	conj conj other N	1
E12-1068	Background	inv-nsubj punct , ,	1
E12-1068	Background	inv-nsubj show V	1
E12-1068	Background	inv-nsubj cc but C	1
E12-1068	Background	inv-nsubj ccomp result V	1
E12-1068	Background	inv-nsubj conj need V	1
J02-3002	Uses	dep case N	1
J02-3002	Uses	inv-nmod describe V	1
J02-3002	Uses	inv-nmod advmod briefly R	1
J02-3002	Uses	conj compound Wall N	1
J02-3002	Uses	inv-nmod nsubjpass which W	1
J02-3002	Uses	conj dep corpus N	1
J02-3002	Uses	conj compound Street N	1
J02-3002	Uses	dep amod nominative J	1
J02-3002	Uses	punct : :	1
J02-3002	Uses	inv-dep inv-dep be V	1
J02-3002	Uses	acl mark to T	1
J02-3002	Uses	inv-dep advmod normally R	1
J02-3002	Uses	inv-dep nsubjpass corpora N	1
J02-3002	Uses	inv-dep amod morphological J	1
J02-3002	Uses	inv-dep amod russian J	1
J02-3002	Uses	conj det the D	1
J02-3002	Uses	det the D	1
J02-3002	Uses	inv-dep punct : :	1
J02-3002	Uses	inv-dep inv-dobj apply V	1
J02-3002	Uses	inv-dep nmod evaluation N	1
J02-3002	Uses	inv-nmod auxpass be V	1
J02-3002	Uses	inv-dep use V	1
J02-3002	Uses	acl convert V	1
J02-3002	Uses	cc and C	1
J02-3002	Uses	conj Journal N	1
J02-3002	Uses	acl dobj word N	1
J02-3002	Uses	compound corpus N	1
J02-3002	Uses	dep dep singular J	1
J02-3002	Uses	inv-dep det a D	1
J02-3002	Uses	acl nmod text N	1
J02-3002	Uses	inv-nmod inv-acl:relcl strategy N	1
J02-3002	Uses	case in I	1
J02-3002	Uses	inv-dep processor N	1
J02-3002	Uses	compound Brown N	1
J02-3002	CompareOrContrast	inv-nmod describe V	1
J02-3002	CompareOrContrast	dep punct -lrb- -	1
J02-3002	CompareOrContrast	compound tag V	2
J02-3002	CompareOrContrast	dep conj rate N	1
J02-3002	CompareOrContrast	inv-nmod case since I	2
J02-3002	CompareOrContrast	inv-nmod amod robust J	1
J02-3002	CompareOrContrast	compound paradigm N	2
J02-3002	CompareOrContrast	inv-nsubj xcomp induce V	2
J02-3002	CompareOrContrast	inv-nmod inv-nmod sentence N	2
J02-3002	CompareOrContrast	conj compound pos N	1
J02-3002	CompareOrContrast	cc or C	1
J02-3002	CompareOrContrast	inv-dep det the D	1
J02-3002	CompareOrContrast	inv-nsubj punct , ,	2
J02-3002	CompareOrContrast	conj tagger N	1
J02-3002	CompareOrContrast	inv-nmod punct , ,	1
J02-3002	CompareOrContrast	inv-compound report N	1
J02-3002	CompareOrContrast	conj det the D	1
J02-3002	CompareOrContrast	inv-nmod system N	1
J02-3002	CompareOrContrast	compound SATZ N	1
J02-3002	CompareOrContrast	inv-nmod inv-nsubj have V	1
J02-3002	CompareOrContrast	nmod CITANCE N	1
J02-3002	CompareOrContrast	nmod det the D	1
J02-3002	CompareOrContrast	inv-nmod compound syntactic N	1
J02-3002	CompareOrContrast	case like I	1
J02-3002	CompareOrContrast	inv-compound punct , ,	1
J02-3002	CompareOrContrast	inv-compound nmod instance N	1
J02-3002	CompareOrContrast	dep punct -rrb- -	1
J02-3002	CompareOrContrast	nmod compound system N	1
J02-3002	CompareOrContrast	inv-nsubj enable V	2
J02-3002	CompareOrContrast	inv-nsubj inv-acl:relcl technique N	2
J02-3002	CompareOrContrast	case of I	2
J02-3002	CompareOrContrast	dep % N	1
J02-3002	CompareOrContrast	nmod compound Alembic N	1
J02-3002	CompareOrContrast	dep cc vs. C	1
J02-3002	CompareOrContrast	inv-dep compound satz N	1
J02-3002	CompareOrContrast	inv-dep system N	1
J02-3002	CompareOrContrast	inv-nmod det the D	2
J02-3002	CompareOrContrast	conj acl report V	1
J02-3002	CompareOrContrast	inv-nmod majority N	2
J02-3002	CompareOrContrast	inv-nsubj dobj regularity N	2
J02-3002	CompareOrContrast	inv-compound ccomp train V	1
J02-3002	CompareOrContrast	nmod case with I	1
J02-3002	CompareOrContrast	dep nummod 0.44 C	1
J02-3002	CompareOrContrast	inv-nmod inv-acl combination N	1
J02-3002	CompareOrContrast	inv-nsubj xcomp exploit V	2
J02-3002	CompareOrContrast	inv-dep inv-nmod combination N	1
J02-3002	CompareOrContrast	inv-dep case of I	1
J02-3002	CompareOrContrast	case in I	1
J02-3002	Background	inv-dobj advmod already R	1
J02-3002	Background	inv-dobj available J	1
J02-3002	Background	inv-nmod find V	1
J02-3002	Background	inv-nmod nsubjpass introduction N	1
J02-3002	Background	inv-nmod aux can M	1
J02-3002	Background	inv-dobj cop be V	1
J02-3002	Background	case in I	1
J02-3002	Background	inv-nmod auxpass be V	1
J02-3002	Background	inv-dobj nsubj variety N	1
J00-3006	Background	inv-nsubj nmod example N	1
J00-3006	Background	inv-nsubj punct , ,	1
J00-3006	Background	inv-nsubj prove V	1
J00-3006	Background	inv-nsubj ccomp context-free J	1
P11-1134	Motivation	conj amod multidocument J	1
P11-1134	Motivation	conj CITANCE N	2
P11-1134	Motivation	inv-conj inv-nmod application N	2
P11-1134	Motivation	inv-conj citance N	2
P11-1134	Motivation	inv-nmod compound nlp N	1
P11-1134	Motivation	conj evaluation N	1
P11-1134	Motivation	case such J	1
P11-1134	Motivation	inv-conj case such J	2
P11-1134	Motivation	compound language N	1
P11-1134	Motivation	conj compound TE N	1
P11-1134	Motivation	case mwe as I	1
P11-1134	Motivation	inv-nmod inv-nmod number N	1
P11-1134	Motivation	compound MT N	1
P11-1134	Motivation	inv-conj conj CITANCE N	2
P11-1134	Motivation	inv-conj compound generation N	2
P11-1134	Motivation	inv-nmod application N	1
P11-1134	Motivation	inv-nmod evaluation N	1
P11-1134	Motivation	inv-conj compound language N	2
P11-1134	Motivation	inv-conj conj evaluation N	2
P11-1134	Motivation	conj compound summarization N	1
P11-1134	Motivation	punct , ,	3
P11-1134	Motivation	amod natural J	1
P11-1134	Motivation	conj nmod CITANCE N	1
P11-1134	Motivation	inv-conj punct , ,	6
P11-1134	Motivation	compound summarization N	1
P11-1134	Motivation	compound TE N	1
P11-1134	Motivation	inv-conj amod natural J	2
P11-1134	Motivation	cc and C	1
P11-1134	Motivation	conj amod automatic J	1
P11-1134	Motivation	inv-nmod amod automatic J	1
P11-1134	Motivation	inv-nmod inv-conj citance N	1
P11-1134	Motivation	inv-nmod case of I	1
P11-1134	Motivation	compound generation N	1
P11-1134	Motivation	inv-conj cc and C	2
P11-1134	Motivation	case of I	1
P11-1134	Motivation	amod multidocument J	1
P11-1134	Future	inv-nmod inv-acl extraction N	1
P11-1134	Future	inv-nmod mark as I	1
P11-1134	Future	inv-nmod propose V	1
P11-1134	Future	case by I	1
P11-1134	Uses	det the D	2
P11-1134	Uses	inv-conj cc + C	2
P11-1134	Uses	compound jlsi N	1
P11-1134	Uses	inv-appos punct , ,	2
P11-1134	Uses	inv-appos det a D	1
P11-1134	Uses	compound Moses N	1
P11-1134	Uses	compound toolkit N	1
P11-1134	Uses	compound svmlight N	1
P11-1134	Uses	inv-dobj advcl measure V	1
P11-1134	Uses	inv-appos inv-dobj train V	1
P11-1134	Uses	inv-appos compound support N	1
P11-1134	Uses	inv-dobj use V	2
P11-1134	Uses	compound tool N	1
P11-1134	Uses	inv-conj inv-dep the D	1
P11-1134	Uses	inv-appos acl use V	1
P11-1134	Uses	case by I	1
P11-1134	Uses	inv-dobj inv-acl corpora N	1
P11-1134	Uses	inv-nmod inv-acl methodology N	1
P11-1134	Uses	inv-appos compound Vector N	1
P11-1134	Uses	inv-nmod propose V	1
P11-1134	Uses	inv-dobj inv-advcl perform V	1
P11-1134	Uses	inv-conj acl align V	1
P11-1134	Uses	inv-conj Giza N	1
P11-1134	Uses	inv-appos classifier N	1
P11-1134	Uses	inv-appos compound Machine N	1
P11-1134	CompareOrContrast	case by I	2
P11-1134	CompareOrContrast	inv-nmod inv-nmod line N	1
P11-1134	CompareOrContrast	inv-nmod det the D	1
P11-1134	CompareOrContrast	inv-nmod finding N	1
P11-1134	CompareOrContrast	inv-nmod propose V	2
P11-1134	CompareOrContrast	inv-nmod inv-acl solution N	2
P11-1134	CompareOrContrast	inv-nmod nmod term N	1
P11-1134	CompareOrContrast	case of I	1
P11-1134	CompareOrContrast	inv-nmod case with I	1
P11-1134	Background	inv-appos det the D	1
P11-1134	Background	inv-nmod inv-nmod translate V	1
P11-1134	Background	inv-nmod use V	1
P11-1134	Background	inv-nmod case into I	1
P11-1134	Background	compound Wikipedia N	1
P11-1134	Background	inv-nsubjpass auxpass be V	1
P11-1134	Background	inv-nsubj indicate V	2
P11-1134	Background	inv-nmod det a D	1
P11-1134	Background	inv-nmod propose V	1
P11-1134	Background	inv-nmod nsubjpass entailment N	1
P11-1134	Background	inv-nmod nmod extension N	1
P11-1134	Background	inv-appos WordNet N	1
P11-1134	Background	inv-dep inv-dobj adopt V	1
P11-1134	Background	inv-dep amod lexical J	1
P11-1134	Background	inv-conj one N	4
P11-1134	Background	compound Entailment N	1
P11-1134	Background	inv-nmod case as I	1
P11-1134	Background	inv-nsubjpass xcomp increase V	1
P11-1134	Background	punct -rrb- -	1
P11-1134	Background	compound language N	1
P11-1134	Background	case by I	1
P11-1134	Background	inv-dobj apply V	1
P11-1134	Background	inv-nmod output N	1
P11-1134	Background	compound DIRT N	1
P11-1134	Background	compound pruning N	1
P11-1134	Background	inv-nmod aux have V	1
P11-1134	Background	inv-conj conj CITANCE N	12
P11-1134	Background	amod bilingual J	1
P11-1134	Background	inv-nsubjpass aux can M	1
P11-1134	Background	det another D	1
P11-1134	Background	acl xcomp support V	1
P11-1134	Background	inv-dep technique N	1
P11-1134	Background	inv-nsubjpass punct , ,	1
P11-1134	Background	compound Textual N	1
P11-1134	Background	compound FrameNet N	1
P11-1134	Background	inv-dep amod transformation-based J	1
P11-1134	Background	inv-nmod dobj alignment N	1
P11-1134	Background	compound parallel N	1
P11-1134	Background	compound MultiWordNet N	1
P11-1134	Background	inv-appos inv-nmod align V	1
P11-1134	Background	inv-nmod inv-nmod propose V	1
P11-1134	Background	inv-dobj inv-conj CITANCE N	1
P11-1134	Background	punct , ,	1
P11-1134	Background	acl incorporate V	1
P11-1134	Background	inv-appos case with I	1
P11-1134	Background	inv-nmod auxpass be V	1
P11-1134	Background	det a D	1
P11-1134	Background	inv-nsubjpass nmod extraction N	1
P11-1134	Background	inv-conj punct , ,	16
P11-1134	Background	punct -lrb- -	1
P11-1134	Background	inv-dep compound information N	1
P11-1134	Background	inv-nmod acl:relcl consist V	1
P11-1134	Background	inv-dep source N	1
P11-1134	Background	inv-nmod extension N	1
P11-1134	Background	acl dobj type N	1
P11-1134	Background	compound technique N	1
P11-1134	Background	inv-nmod inv-acl approach N	1
P11-1134	Background	inv-nsubjpass apply V	1
P11-1134	Background	inv-dep inv-nmod variety N	1
P11-1134	Background	inv-dep case of I	1
P11-1134	Background	compound corpus N	1
P11-1134	Background	inv-appos compound English N	1
P11-1134	Background	compound inference N	1
P11-1134	Background	inv-conj cc and C	4
P11-1134	Background	compound VerbOcean N	1
P11-1134	Background	amod logical J	1
P11-1134	Background	case of I	1
P11-1134	Background	case in I	2
P11-1134	Background	inv-nsubj inv-acl:relcl work N	2
P11-1134	Background	dep e.g. F	1
W14-1609	Motivation	inv-nmod describe V	1
W14-1609	Motivation	inv-dep case in I	1
W14-1609	Motivation	inv-dep application N	1
W14-1609	Motivation	inv-dep inv-nmod useful J	1
W14-1609	Motivation	inv-dep amod many J	1
W14-1609	Motivation	inv-nmod inv-acl system N	1
W14-1609	Motivation	case in I	1
W14-1609	Uses	case follow V	1
W14-1609	Uses	inv-nmod nsubj we P	1
W14-1609	Uses	inv-nmod compare V	1
W14-1609	Uses	inv-nmod dobj performance N	1
W14-1609	Uses	inv-nmod advmod also R	1
W14-1609	Uses	inv-nmod nmod system N	1
W14-1609	Uses	inv-nmod punct , ,	1
A00-1024	Motivation	compound c.f. N	1
A00-1024	Motivation	ccomp return V	1
A00-1024	Motivation	ccomp dobj measure N	1
A00-1024	Motivation	punct , ,	1
A00-1024	Motivation	ccomp aux will M	1
A00-1024	Motivation	ccomp nsubj component N	1
A00-1024	Uses	inv-nsubj nmod misspelling N	1
A00-1024	Uses	case on I	1
A00-1024	Uses	inv-nmod inv-dep tagger N	1
A00-1024	Uses	inv-nsubj nmod term N	1
A00-1024	Uses	inv-nsubj differentiate V	1
A00-1024	Uses	inv-nmod base V	1
